Type,ID_A,ID_B,Title_A,Title_B,Similarity_%,Match_Type,Level,Paragraph_Count
Paragraph,doc_a_section_17_chunk_1,doc_b_section_17_chunk_1,走行前にすべての乗員は必ずシートベルトを正しく着用してください 正しく着用するには 着け方はずし方 解除ボタン 1 2 27 1-1 安全にお使いいただくために 安 全 ・ 安 心 の た め に 1...,走行前にすべての乗員は必ずシートベルトを正しく着用してください 正しく着用するには 着け方はずし方 解除ボタン 1 2 29 1-1 安全にお使いいただくために 安 全 ・ 安 心 の た め に 1...,71.59,partial,,1
Paragraph,doc_a_section_35_chunk_1,doc_b_section_50_chunk_1,ハイブリッドシステムには駆動用電池・パワーコントロールユニット・ オレンジ色の高圧ケーブル・電気モーターなどの高電圧部位最高約 520 Vや冷却用ラジエーターなどの高温部位がありますのでご注 意くださ...,ハイブリッドシステムには駆動用電池・パワーコントロールユニット・ オレンジ色の高圧ケーブル・電気モーターなどの高電圧部位最高約 520 Vや冷却用ラジエーターなどの高温部位がありますのでご注 意くださ...,13.91,replace,,1
Paragraph,doc_a_section_37_chunk_1,doc_b_section_52_chunk_1,キーに信号発信機が内蔵してありあらかじめ登録されたキー以外では ハイブリッドシステムを始動できません 車両から離れる場合は車内にキーを残さないでください このシステムは車両盗難の防止に寄与する機能であ...,キーに信号発信機が内蔵してありあらかじめ登録されたキー以外では ハイブリッドシステムを始動できません 車両から離れる場合は車内にキーを残さないでください このシステムは車両盗難の防止に寄与する機能であ...,58.51,partial,,1
Paragraph,doc_a_section_40_chunk_1,doc_b_section_58_chunk_1,X マルチインフォメーションディスプレイ非装着車 X マルチインフォメーションディスプレイ装着車 警告灯表示灯 メーター内の警告灯表示灯でお車の状況をお知らせします 次のイラストは説明のためすべての表...,X マルチインフォメーションディスプレイ非装着車 X マルチインフォメーションディスプレイ装着車 警告灯表示灯 メーター内の警告灯表示灯でお車の状況をお知らせします 次のイラストは説明のためすべての表...,100.0,match,,1
Paragraph,,doc_b_section_125_chunk_1,,2 メ ー タ ー の 見 方 駆動用電池の残量に応じて表示が 8 段階に変化します 残量が少ない 残量が多い P 102 駆動用電池の残量表示について 駆動用電池の充電量はハイブリッドシステムによっ...,0.0,insert,,1
Paragraph,,doc_b_section_128_chunk_1,,各部の操作 3 113 3-1 キー キー...114 3-2 ドアの開閉 ロックのしかた ドアフロントドア リヤドア...119 バックドア...125 スマートエントリー スタートシステム...1...,0.0,insert,,1
Paragraph,doc_a_section_118_chunk_1,doc_b_section_133_chunk_1,車外からの解錠施錠 グレードオプションなどにより装備の有無があります 1 2 X スマートエントリースター トシステム非装着車 X スマートエントリースタート システム装着車 全ドアを施錠する 必ず施...,車外からの解錠施錠 グレードオプションなどにより装備の有無があります 1 2 X スマートエントリースター トシステム非装着車 X スマートエントリースタート システム装着車 全ドアを施錠する 必ず施...,75.94,match,,1
Paragraph,doc_a_section_121_chunk_1,doc_b_section_137_chunk_1,押して解錠する 施錠操作後約３秒間は解錠できませ ん ロックスイッチを押して施錠す る 必ず施錠されたことを確認してくださ い ワイヤレスリモコン P 112 バックドアオープンスイッチを押 したまま...,押して解錠する 施錠操作後約３秒間は解錠できませ ん ロックスイッチを押して施錠す る 必ず施錠されたことを確認してくださ い ワイヤレスリモコン P 119 バックドアオープンスイッチを押 したまま...,22.28,partial,,1
Paragraph,,doc_b_section_131_chunk_1,,キーワイヤレス機能非装着 キーナンバープレート X スマートエントリースタートシステム装着車 電子キー スマートエントリースタートシ ステムの作動P 129 ワイヤレス機能の作動 P 115 メカニカ...,0.0,insert,,1
Paragraph,,doc_b_section_141_chunk_1,,警告音のみが鳴る場合の状況と対処方法は次のようになります 節電機能 長期駐車時に電子キーの電池と車両の補機バッテリーあがりを防止するため節 電機能が働きます 次の状況ではスマートエントリースタートシス...,0.0,insert,,1
Paragraph,doc_a_section_130_chunk_1,doc_b_section_145_chunk_1,調整のしかた 1 2 3 グレードオプションなどにより装備の有無があります 警告 シートを調整するとき 同乗者がシートにあたってけがをしないように注意してください シートの下や動いている部分に手を近付...,調整のしかた 1 2 3 グレードオプションなどにより装備の有無があります 警告 シートを調整するとき 同乗者がシートにあたってけがをしないように注意してください シートの下や動いている部分に手を近付...,100.0,match,,1
Paragraph,doc_a_section_138_chunk_1,doc_b_section_153_chunk_1,インナーミラー本体を持って上下方向に調整する レバーを操作することで後続車のヘッドランプによる反射光を減少さ せます 通常使用時 防眩時 インナーミラー 後方を十分に確認できるようにミラーの位置を調整...,インナーミラー本体を持って上下方向に調整する レバーを操作することで後続車のヘッドランプによる反射光を減少さ せます 通常使用時 防眩時 インナーミラー 後方を十分に確認できるようにミラーの位置を調整...,100.0,match,,1
Paragraph,doc_a_section_139_chunk_1,doc_b_section_154_chunk_1,格納する もう一度押すともとの位置にもど ります ドアミラー 調整のしかた 1 1 2 2 1 2 3 4 ドアミラーを格納するときは 140 3-4 ハンドル位置・ミラー オート作動での格納復帰のし...,格納する もう一度押すともとの位置にもど ります ドアミラー 調整のしかた 1 1 2 2 1 2 3 4 ドアミラーを格納するときは 147 3-4 ハンドル位置・ミラー 3 各 部 の 操 作 オ...,76.83,match,,1
Paragraph,doc_a_section_148_chunk_1,doc_b_section_162_chunk_1,"160, 164 ブレーキペダルを踏んだままシフトレバーをD にする P 173 パーキングブレーキを解除するP 178 ブレーキペダルから徐々に足を離しアクセルペダルをゆっくり踏み 発進する シフト...","168, 172 ブレーキペダルを踏んだままシフトレバーをD にする P 181 パーキングブレーキを解除するP 186 ブレーキペダルから徐々に足を離しアクセルペダルをゆっくり踏み 発進する シフト...",23.23,partial,,1
Paragraph,doc_a_section_148_chunk_2,,運転にあたって 4 運 転 警告 次の警告をお守りくださいお守りいただかないと重大な傷害におよぶか最悪 の場合死亡につながるおそれがあります シフトレバーを操作するときは シフトレバーを前進側のシフト...,,0.0,delete,,1
Paragraph,doc_a_section_148_chunk_3,,"373, 357 をご覧ください 冠水路走行に関する注意 大雨などで冠水した道路では次のような重大な損傷を受けるおそれがあるた め走行しないでください エンストする 電装品がショートする 水を吸い込ん...",,0.0,delete,,1
Paragraph,doc_a_section_167_chunk_1,doc_b_section_181_chunk_1,切りかえる EV ドライブモードになるとEV ドラ イブモード表示灯が点灯します もう一度スイッチを押すと通常走行 ガソリンエンジンと電気モーターに よる走行にもどります EV ドライブモード EV ...,イブモード表示灯が点灯します もう一度スイッチを押すと通常走行 ガソリンエンジンと電気モーターに よる走行にもどります EV ドライブモード EV ドライブモードは駆動用電池から電力を供給し電気モータ...,12.61,replace,,1
Paragraph,doc_a_section_179_chunk_1,,グレードオプションなどにより装備の有無があります 自動または手動でヘッドランプなどを点灯できます 操作のしかた 1 2 3 4 ハイビームにする 1 2 180 4-3 ランプのつけ方・ ワイパーの使...,,0.0,delete,,1
Paragraph,doc_a_section_185_chunk_1,doc_b_section_199_chunk_1,給油する前に 知識 193 4-4 給油のしかた 4 運 転 警告 給油するときは 次のことを必ずお守りください お守りいただかないと火災を引き起こすなど重大な傷害におよぶか最悪の 場合死亡につながる...,給油する前に 知識 201 4-4 給油のしかた 4 運 転 警告 給油するときは 次のことを必ずお守りください お守りいただかないと火災を引き起こすなど重大な傷害におよぶか最悪の 場合死亡につながる...,93.09,match,,1
Paragraph,,doc_b_section_208_chunk_1,,光が目に障害をおよぼす危険はありませんが次のことを必ずお守りください お守りいただかないと重大な視覚障害におよぶか最悪の場合失明につながる おそれがあります 有害なレーザー照射を避けるため前方センサー...,0.0,insert,,1
Paragraph,,doc_b_section_219_chunk_1,,機能概要 グレードオプションなどにより装備の有無があります 車線逸脱警報機能 車両が車線から逸脱する可能性が ある場合にメーターまたはマルチ インフォメーションディスプレイ の表示および警報ブザーによ...,0.0,insert,,1
Paragraph,doc_a_section_218_chunk_1,,環境に配慮した経済的な運転のためには次のことを心がけてください 239 4-7 運転のアドバイス 4 運 転 渋滞 加速・減速のくり返しや長い信号待ちは燃費を悪化させますお出 かけ前に交通情報を確認す...,,0.0,delete,,1
Paragraph,doc_a_section_221_chunk_1,doc_b_section_250_chunk_1,寒冷時に備えて準備や点検など正しく処置していただいた上で適切に 運転してください 冬の前の準備 運転する前に 運転するときは 242 4-7 運転のアドバイス パーキングブレーキをかけるとブレーキ装置...,状況に応じて次のことを行ってください ドアやワイパーが凍結したときは無理に開けたり動かしたりせずぬ るま湯をかけるなどして氷を溶かしすぐに水分を十分にふき取って ください フロントウインドウガラス前の...,7.55,replace,,1
Paragraph,doc_a_section_225_chunk_1,doc_b_section_254_chunk_1,設定温度に合わせて吹き出し口と風量を自動で調整します エアコン操作スイッチについて 247 5-1 エアコンの使い方 5 室 内 装 備 ・ 機 能 温度を調整する 温度を上げるときは を右へまわし下...,設定温度に合わせて吹き出し口と風量を自動で調整します エアコン操作スイッチについて 307 5-1 エアコンの使い方 5 室 内 装 備 ・ 機 能 温度を調整する 温度を上げるときは を右へまわし下...,53.82,partial,,1
Paragraph,doc_a_section_231_chunk_1,doc_b_section_261_chunk_1,チ 助手席側シートヒータースイッ チ インジケーターが点灯しますもう一 度ボタンを押すとOFF になります シートヒーター グレードオプションなどにより装備の有無があります フロントシートを暖めること...,チ 助手席側シートヒータースイッ チ インジケーターが点灯しますもう一 度ボタンを押すとOFF になります シートヒーター グレードオプションなどにより装備の有無があります フロントシートを暖めること...,97.12,match,,1
Paragraph,doc_a_section_232_chunk_1,,フロントインテリア パーソナルランプ P 259 リヤインテリアランプ P 259 ラゲージルームランプ P 119 1 2 3 259 5-2 室内灯のつけ方 5 室 内 装 備 ・ 機 能 X フ...,,0.0,delete,,1
Paragraph,,doc_b_section_139_chunk_1,,バックドアオープンスイッチを押 したままバックドアを持ち上げる バックドアオープンスイッチを押した あと約１秒間はバックドアを閉める ことができません バックドア バックドアは次の方法で施錠・解錠およ...,0.0,insert,,1
Paragraph,doc_a_section_235_chunk_1,doc_b_section_265_chunk_1,263 ボトルホルダーP 265 カップホルダーP 264 警告 メガネ・ライターやスプレー缶を収納装備内に放置したままにしないでくださ い 放置したままでいると次のようなことが起こるおそれがあり危険...,323 ボトルホルダーP 325 カップホルダーP 324 警告 メガネ・ライターやスプレー缶を収納装備内に放置したままにしないでくださ い 放置したままでいると次のようなことが起こるおそれがあり危険...,35.94,partial,,1
Paragraph,doc_a_section_237_chunk_1,doc_b_section_268_chunk_1,前方をさえぎるにはバイザーを 下ろす 側方をさえぎるにはバイザーを 下ろした状態でフックからはず し横へまわす カバーをスライドして開ける その他の室内装備 サンバイザー 1 2 バニティミラー グレ...,前方をさえぎるにはバイザーを 下ろす 側方をさえぎるにはバイザーを 下ろした状態でフックからはず し横へまわす カバーをスライドして開ける その他の室内装備 サンバイザー 1 2 バニティミラー グレ...,9.49,replace,,1
Paragraph,doc_a_section_244_chunk_1,,ボンネットが少し浮きあがります レバーを引きあげてボンネット を開ける ボンネットステーをステー穴に 挿し込む ボンネット 車内からロックを解除してボンネットを開けます 1 2 3 288 6-2 簡...,,0.0,delete,,1
Paragraph,doc_a_section_248_chunk_1,doc_b_section_280_chunk_1,補充のしかた 警告 ウォッシャー液を補充するとき ハイブリッドシステムが熱いときやハイブリッドシステム作動中はウォッ シャー液を補充しないでください ウォッシャー液にはアルコール成分が含まれているため...,補充のしかた 警告 ウォッシャー液を補充するとき ハイブリッドシステムが熱いときやハイブリッドシステム作動中はウォッ シャー液を補充しないでください ウォッシャー液にはアルコール成分が含まれているため...,100.0,match,,1
Paragraph,,doc_b_section_284_chunk_1,,タイプA 2702.7 タイプB 2402.4 タイプC 2302.3 18560R16 86H 16 6J 230 (2.3) 19550R16 84V 16 6J 220 2.2 200 2.0 ...,0.0,insert,,1
Paragraph,doc_a_section_257_chunk_1,doc_b_section_294_chunk_1,タイヤの空気圧を適正に維持するためにタイヤの空気圧点検を月に1 回以上実施してください低偏平タイヤの場合２週間に1 回または 長距離ドライブの前には必ず空気圧を点検してくださいP 411 知識 298...,タイヤの空気圧を適正に維持するためにタイヤの空気圧点検を月に1 回以上実施してください低偏平タイヤの場合２週間に1 回または 長距離ドライブの前には必ず空気圧を点検してくださいP 477 知識 361...,78.18,match,,1
Paragraph,doc_a_section_258_chunk_1,doc_b_section_295_chunk_1,エアコンを快適にお使いいただくためにエアコンフィルターを定期的 に交換してください 交換のしかた 1 1 2 3 4 300 6-2 簡単な点検・部品交換 フィルターカバーを取りはずす フィルターカバ...,エアコンを快適にお使いいただくためにエアコンフィルターを定期的 に交換してください 交換のしかた 1 2 3 4 363 6-2 簡単な点検・部品交換 6 お 手 入 れ の し か た フィルターカ...,41.95,partial,,1
Paragraph,doc_a_section_262_chunk_1,,次に記載する電球はご自身で交換できます電球交換の難易度は電球 によって異なります部品が破損するおそれがあるのでトヨタ販売店 で交換することをおすすめします 電球の用意 バルブ位置 ヘッドランプ 車幅灯...,,0.0,delete,,1
Paragraph,doc_a_section_289_chunk_1,,故障のときはすみやかに次の指示に従ってください 50m 以上 後方に置く 知識 高速道路や自動車専用道路でやむを得ず 駐停車する場合は停止表示板または停止 表示灯の表示が法律で義務付けられてい ます ...,,0.0,delete,,1
Paragraph,doc_a_section_302_chunk_1,,警告灯が点灯または点滅したままの場合は落ち着いて次のように対処 してください点灯・点滅してもその後消灯すれば異常ではありませ んただし同じ現象が再度発生した場合はトヨタ販売店で点検を受 けてください ...,,0.0,delete,,1
Paragraph,doc_a_section_302_chunk_2,,340 グレードオプションなどにより装備の有無があります 338 7-2 緊急時の対処法 1 ブレーキ警告ブザー ブレーキの効き低下につながる異常があると警告灯の点灯と同時にブザーが 鳴ります 2 警...,,0.0,delete,,1
Paragraph,doc_a_section_302_chunk_3,,397 ヘッドランプがロービームの状態でオートマチック ハイビームスイッチを押した ヘッドランプをハイビームに切りかえる プリクラッシュブレーキおよびプリクラッシュブ レーキアシストが現在機能していな...,,0.0,delete,,1
Paragraph,doc_a_section_302_chunk_4,,緊急時の対処法 7 万 一 の 場 合 に は 9 回 正規の電子キーが車室内に無い状 態で走行をはじめた 車室内に電子キーがあるか確 認する 連続音 シフトレバーがP 以外の状態で パワースイッチを...,,0.0,delete,,1
Paragraph,doc_a_section_327_chunk_1,,装着車 タイヤパンク応急修理キット装着車にはスペアタイヤが搭載されてい ません タイヤがパンクしたときにタイヤパンク応急修理キットで応急修理する ことができます釘やねじなどが刺さった程度の軽度なパンク...,,0.0,delete,,1
Paragraph,doc_a_section_328_chunk_2,,緊急時の対処法 ボトルのホース先端に空気逃が しキャップを取り付ける 空気逃がしキャップを取り付けないと パンク補修液が漏れお車が汚れる可 能性があります ボトルとコンプレッサーを接続したままラゲージ...,,0.0,delete,,1
Paragraph,doc_a_section_330_chunk_1,,応急修理する前に 知識 359 7-2 緊急時の対処法 7 万 一 の 場 合 に は タイヤパンク応急修理キットと工具の位置 ジャッキハンドル ホイールナットレンチ けん引フック タイヤパンク応急修...,,0.0,delete,,1
Paragraph,doc_a_section_361_chunk_1,,"ハイブリッドシステムが始動できない原因は状況によって異なります 次のことをご確認いただき適切に対処してください 正しいハイブリッドシステムの始動方法P 160, 164に従って も始動できない 室内灯...",,0.0,delete,,1
Paragraph,,doc_b_section_420_chunk_1,,も補機バッテリーがあがってハイブリッドシステムの始動ができなくなる おそれがあります 取っ手の付いている補機バッテリーを使用してください 取っ手が付いていない補機バッテリーを使用すると補機バッテリーを...,0.0,insert,,1
Paragraph,doc_a_section_376_chunk_1,,次のようなときオーバーヒートの可能性があります 対処方法 1 2 398 7-2 緊急時の対処法 ハイブリッドシステムが十分 に冷えてからラジエーターコ ア部放熱部やホースなどか らの冷却水もれを点検...,,0.0,delete,,1
Paragraph,doc_a_section_418_chunk_1,,こんなときは症状別さくいん キースマートエントリースタートシステム非装着車またはメカ ニカルキースマートエントリースタートシステム装着車をなく した場合トヨタ販売店でトヨタ純正の新しいキーまたはメカニ...,,0.0,delete,,1
Paragraph,doc_a_section_450_chunk_1,,"アルファベット順さくいん AC エアコン 246 ABS アンチロックブレーキシステム 231, 334 ECB エレクトロニカリーコントロールドブレーキ 231 ECO エコノミーエコロジー 174...",,0.0,delete,,1
Paragraph,,doc_b_section_233_chunk_1,,知識 239 4-6 運転支援装置について 4 運 転 警告 誤操作を防ぐために クルーズコントロールを使用しないときはONOFF スイッチでシステムを OFF にしてください クルーズコントロールを...,0.0,insert,,1
Paragraph,doc_a_section_13_chunk_1,doc_b_section_13_chunk_1,点検整備 フロアマット 1 2 23 1-1 安全にお使いいただくために 安 全 ・ 安 心 の た め に 1 警告 次のことを必ずお守りください お守りいただかないとフロアマットがずれて運転中に各...,点検整備 フロアマット 1 2 25 1-1 安全にお使いいただくために 安 全 ・ 安 心 の た め に 1 警告 次のことを必ずお守りください お守りいただかないとフロアマットがずれて運転中に各...,96.75,match,,1
Paragraph,doc_a_section_14_chunk_1,,安全に運転するために走行前にシートやミラーなどを適切に調整して ください 正しい運転姿勢について 1 2 シートベルトを正しく着用する ミラーを調整する 3 4 25 1-1 安全にお使いいただくため...,,0.0,delete,,1
Paragraph,doc_a_section_20_chunk_1,doc_b_section_21_chunk_1,運転席SRS エアバッグ助手席SRS エアバッグ 運転者と助手席乗員の頭や胸などへの衝撃を緩和 SRS サイドカーテンシールドエアバッグ SRS フロントサイドエアバッグ フロント席乗員の胸などへの衝...,運転席SRS エアバッグ助手席SRS エアバッグ 運転者と助手席乗員の頭や胸などへの衝撃を緩和 SRS サイドカーテンシールドエアバッグ SRS フロントサイドエアバッグ フロント席乗員の胸などへの衝...,97.38,match,,1
Paragraph,doc_a_section_20_chunk_2,doc_b_section_21_chunk_2,安全にお使いいただくために SRS エアバッグが作動するとき SRS サイドカーテンシールドエアバッグ SRS サイドカーテンシールドエアバッグは衝撃の強さが設定値約1.5 t の車両が約20 30 ...,安全にお使いいただくために SRS エアバッグが作動するとき SRS サイドカーテンシールドエアバッグ SRS サイドカーテンシールドエアバッグは衝撃の強さが設定値約1.5 t の車両が約20 30 ...,97.06,match,,1
Paragraph,doc_a_section_32_chunk_1,doc_b_section_22_chunk_1,排気ガスには吸引すると人体に有害な物質が含まれています 警告 排気ガスには無色・無臭で有害な一酸化炭素COが含まれているため次のこ とを必ずお守りください お守りいただかないと排気ガスが車内に侵入し多...,排気ガスには吸引すると人体に有害な物質が含まれています 警告 排気ガスには無色・無臭で有害な一酸化炭素COが含まれているため次のこ とを必ずお守りください お守りいただかないと排気ガスが車内に侵入し多...,100.0,match,,1
Paragraph,doc_a_section_39_chunk_1,,メーター内の警告灯表示灯でお車の状況をお知らせします 次のイラストは説明のためすべての表示灯警告灯を示しています 79 2 計器の見方 2 メ ー タ ー の 見 方 システム異常などを警告します 警...,,0.0,delete,,1
Paragraph,,doc_b_section_59_chunk_1,,2 メ ー タ ー の 見 方 システム異常などを警告します 警告灯 グレードオプションなどにより装備の有無があります 赤色 ブレーキ警告灯 P 398 スリップ表示灯 P 399 充電警告灯P 39...,0.0,insert,,1
Paragraph,,doc_b_section_64_chunk_1,,作動確認のためにパワースイッチをONスマートエントリー スタート システム非装着車またはパワースイッチをON モードスマートエントリー スタートシステム装着車にすると点灯し数秒後またはハイブリッドシス...,0.0,insert,,1
Paragraph,,doc_b_section_67_chunk_1,,"2 メ ー タ ー の 見 方 システムの作動状況を表示します 表示灯 グレードオプションなどにより装備の有無があります 方向指示表示灯 P 185 1,2 TRC OFF 表示灯 P 291 ハイビ...",0.0,insert,,1
Paragraph,,doc_b_section_77_chunk_1,,1 作動確認のためにパワースイッチをONスマートエントリースタート システム非装着車またはパワースイッチをON モードスマートエントリー スタートシステム装着車にすると点灯し数秒後またはハイブリッドシ...,0.0,insert,,1
Paragraph,doc_a_section_67_chunk_1,,グレードオプションなどにより装備の有無があります 1 2 3 4 5 6 7 84 2 計器の見方 シフトポジション表示 現在選択されているシフトポジションを表示しますP 173 スピードメーター 車...,,0.0,delete,,1
Paragraph,doc_a_section_67_chunk_2,,計器の見方 2 メ ー タ ー の 見 方 メーター・マルチインフォメーションディスプレイの作動条件 X スマートエントリースタートシステム非装着車 パワースイッチがON のとき X スマートエントリ...,,0.0,delete,,1
Paragraph,doc_a_section_68_chunk_1,doc_b_section_84_chunk_1,"2 メ ー タ ー の 見 方 X マルチインフォメーションディスプレイ非装着車 ドライブモニター P 267 駆動用電池残量表示 現在の駆動用電池残量を8 段階で表示しますP 103, 105 ハイ...","2 メ ー タ ー の 見 方 X マルチインフォメーションディスプレイ非装着車 ドライブモニター P 329 駆動用電池残量表示 現在の駆動用電池残量を8 段階で表示しますP 109, 111 ハイ...",80.8,match,,1
Paragraph,,doc_b_section_89_chunk_1,,シフトポジション表示 現在選択されているシフトポジションを表示しますP 181 スピードメーター 車両の走行速度を示します X マルチインフォメーションディスプレイ装着車 外気温 外気温度を40 50...,0.0,insert,,1
Paragraph,,doc_b_section_90_chunk_1,,2 メ ー タ ー の 見 方 オドメータートリップメーター P 96 平均燃費 オドメーターとトリップメーターのどちらを表示しているかによって表示内容が 異なります表示される平均燃費は参考として利用...,0.0,insert,,1
Paragraph,,doc_b_section_92_chunk_1,,表示される項目 外気温度 外気温度を40 50 の間で表示します 平均燃費 オドメーターとトリップメーターのどちらを表示しているかによって表示内 容が異なります オドメーター表示時ハイブリッドシステム...,0.0,insert,,1
Paragraph,,doc_b_section_94_chunk_1,,2 メ ー タ ー の 見 方 表示を切りかえるには TRIP スイッチを押すごとに表示 が切りかわります オドメータートリップメーター航続可能距離メーター照度調整表 示カスタマイズモードマルチインフ...,0.0,insert,,1
Paragraph,,doc_b_section_95_chunk_1,,表示される項目 オドメーター 走行した総距離を表示します トリップメーターA トリップメーターB リセットしてからの走行距離を表示しますトリップメーターは A・B の2 種類で使い分けることができます...,0.0,insert,,1
Paragraph,,doc_b_section_96_chunk_1,,計器の見方 2 メ ー タ ー の 見 方 カスタマイズモード LDA( レーンデパーチャーアラート) と先行車発進の設定を変更す ることができます 設定変更のしかた オドメーター表示中にTRIP ス...,0.0,insert,,1
Paragraph,,doc_b_section_98_chunk_1,,表示の切り替え TRIP スイッチを使って次のように操作します 短押し: 表示の切りかえ スイッチを押すごとに表示される項目が切りかわります 長押し: リセット トリップメーターを表示中にスイッチを長...,0.0,insert,,1
Paragraph,,doc_b_section_99_chunk_1,,2 メ ー タ ー の 見 方 メーター・マルチインフォメーションディスプレイの作動条件 X スマートエントリースタートシステム非装着車 パワースイッチがON のとき X スマートエントリースタートシ...,0.0,insert,,1
